Name,Rank,Primary School,Secondary School,Health,Balance Block,Death Block,Fire Block,Ice Block,Life Block,Myth Block,Shadow Block,Storm Block
Lady Tanselle DreamingStar,5,Myth,,1235,0,0,0,0,0,0,0,0
Lady Tanselle DreamingStar,11,Myth,,1650,38,38,38,38,38,38,38,38
Lady Tanselle DreamingStar,12,Myth,,2060,57,57,57,57,57,57,57,57
Lady Tanselle DreamingStar,2,Myth,,775,0,0,0,0,0,0,0,0
Lady of the Blue Dahlia,12,Myth,,10240,57,57,57,57,57,57,57,57
Lail Brighteyes,1,,,500,0,0,0,0,0,0,0,0
Lake Elemental,12,Storm,,2720,18,18,18,18,18,18,18,18
Lambent Fire,11,Fire,,12300,57,57,57,57,57,57,57,57
Lambo,15,Death,,5635,78,78,78,78,78,78,78,78
Lamenting Sprite,12,Ice,,2880,57,57,57,57,57,57,57,57
Lamia,11,Death,,10880,38,38,38,38,38,38,38,38
Lanyon Scratcher,4,Storm,,1005,0,0,0,0,0,0,0,0
Last Prayer,13,Storm,,2405,18,18,18,18,18,18,18,18
Laughing Calaca,12,Ice,,1490,18,18,18,18,18,18,18,18
Lava Spawn,15,Storm,,4035,77,77,77,77,77,77,77,77
Lazy Henchman,8,Life,,1115,0,0,0,0,0,0,0,0
Le Pingouin,16,Ice,,12935,57,57,57,57,57,57,57,57
Leadite,13,Death,,2800,15,15,15,15,15,15,15,15
Leadite,15,Death,,3825,119,119,119,119,119,119,119,119
Leadite,6,Death,,775,0,0,0,0,0,0,0,0
Leadite,8,Death,,840,0,0,0,0,0,0,0,0
Leadite,10,Death,,1800,9,9,9,9,9,9,9,9
Leaf Erikson,3,Life,,500,158,158,158,158,158,158,158,158
Leaf Shield,13,Life,,3730,18,18,18,18,18,18,18,18
Leeza the Shipbreaker,13,Fire,,15700,57,57,57,57,57,57,57,57
Left Talon of the Sky,12,Balance,,2720,18,18,18,18,18,18,18,18
Lepido DustWing,12,Balance,,3550,69,69,69,69,69,69,69,69
Lesser Borealis Golem,15,Fire,,2560,18,18,18,18,18,18,18,18
Lesser Djinni,14,Fire,Balance,2000,57,57,57,57,57,57,57,57
Lieutenant Snow,14,Fire,,2960,38,38,38,38,38,38,38,38
Life Aspect,17,Life,,4455,198,198,198,198,198,198,198,198
Life Minotaur,8,Fire,Storm,1000,0,0,0,0,0,0,0,0
Life Minotaur,8,Fire,Storm,1000,0,0,0,0,0,0,0,0
Life Tendril,14,Life,,20270,77,77,77,77,77,77,77,77
Life Tentacular Horror,17,Life,,7040,158,158,158,158,158,158,158,158
Light Brigade Trooper,15,Ice,,2920,97,97,97,97,97,97,97,97
Lightning Bug,15,Storm,,2320,57,57,57,57,57,57,57,57
Lightning Snake,14,Storm,,2540,18,18,18,18,18,18,18,18
Lightning Squid,2,Storm,,350,0,0,0,0,0,0,0,0
Lion Spectral Guardian,11,Myth,,4225,0,0,0,0,0,0,0,0
Littlest Gruff Goat,16,Ice,,3790,158,158,158,158,158,158,158,158
Living Flame,1,Fire,,75,0,0,0,0,0,0,0,0
Living Puppet,1,Myth,,45,0,0,0,0,0,0,0,0
Living Scarecrow,4,Death,,700,0,0,0,0,0,0,0,0
Living Scarecrow,3,Fire,,675,0,0,0,0,0,0,0,0
Loathsome Creeper,6,Death,,695,0,0,0,0,0,0,0,0
Loch Spriggan,12,Life,,11440,57,57,57,57,57,57,57,57
Loch Spriggan,12,Storm,,2915,18,18,18,18,18,18,18,18
Lockpick O'Leary,5,Life,,800,0,0,0,0,0,0,0,0
Loco de Aguirre,11,Balance,,3000,57,57,57,57,57,57,57,57
Logres Knight,11,Life,,2560,0,0,0,0,0,0,0,0
Logunn,10,Life,,5810,18,18,18,18,18,18,18,18
Lokar,7,Myth,,5600,0,0,0,0,0,0,0,0
Longdreamer Shaman,10,Myth,,1585,0,0,0,0,0,0,0,0
Longshadow Mantis,14,Death,,2595,18,18,18,18,18,18,18,18
Looming Shadow Seraph,15,Shadow,Life,4330,96,96,96,96,96,96,96,96
Loother Ray,15,Death,,9240,77,77,77,77,77,77,77,77
Lorcan Initiate,14,Fire,,2700,18,18,18,18,18,18,18,18
Lorcan Initiate,14,Fire,,2700,18,18,18,18,18,18,18,18
Lord Ague,11,Ice,,2400,18,18,18,18,18,18,18,18
Lord Bramble,5,Life,,1080,0,0,0,0,0,0,0,0
Lord Graustark,5,Myth,,1485,0,0,0,0,0,0,0,0
Lord Groff,15,Storm,,9880,57,57,57,57,57,57,57,57
Lord Nightshade,5,Death,,1250,0,0,0,0,0,0,0,0
Lord Nightshade,3,Death,,690,0,0,0,0,0,0,0,0
Lord Nightshade,7,Death,,650,0,0,0,0,0,0,0,0
Lord Nightshade,15,Death,,650,0,0,0,0,0,0,0,0
Lord Ombra,13,Balance,,17365,57,57,57,57,57,57,57,57
Lord Ombra,14,Balance,,21575,77,77,77,77,77,77,77,77
Lord Ombra,13,Balance,,2,0,0,0,0,0,0,0,0
Lord of the Brocken,11,Storm,,10480,38,38,38,38,38,38,38,38
Lorekeeper,17,Myth,,8280,127,127,127,127,127,127,127,127
Loremaster,9,Balance,,7000,0,0,0,0,0,0,0,0
Loremaster,12,Myth,,11800,18,18,18,18,18,18,18,18
Lost Celeste,11,Death,,2400,18,18,18,18,18,18,18,18
Lost Knight,13,Death,,16050,57,57,57,57,57,57,57,57
Lost Knight,13,Death,,3715,18,18,18,18,18,18,18,18
Lost Maiden,11,Balance,,9920,38,38,38,38,38,38,38,38
Lost Shade,13,Life,,2880,57,57,57,57,57,57,57,57
Lost Shade,13,Fire,,2880,57,57,57,57,57,57,57,57
Lost Shade,13,Myth,,2880,57,57,57,57,57,57,57,57
Lost Soul,1,Death,,55,0,0,0,0,0,0,0,0
Lothin Doombringer,5,Death,,1000,0,0,0,0,0,0,0,0
Lucia,13,Star,,4300,57,57,57,57,57,57,57,57
Lucia,15,Star,,5045,57,57,57,57,57,57,57,57
Lucia,5,Star,,1310,0,0,0,0,0,0,0,0
Lucia,7,Star,,2055,0,0,0,0,0,0,0,0
Lucia,9,Star,,2805,18,18,18,18,18,18,18,18
Lucia,11,Star,,3550,38,38,38,38,38,38,38,38
Lucius McTavish,5,Life,,1520,0,0,0,0,0,0,0,0
Lucius Permarini,8,Life,,2200,0,0,0,0,0,0,0,0
Ludus the Beastmaster,15,Balance,,10880,77,77,77,77,77,77,77,77
Lugs,12,Ice,,3440,97,97,97,97,97,97,97,97
Lugs,14,Ice,,4035,97,97,97,97,97,97,97,97
Lugs,4,Ice,,1050,0,0,0,0,0,0,0,0
Lugs,6,Ice,,1645,0,0,0,0,0,0,0,0
Lugs,8,Ice,,2245,97,97,97,97,97,97,97,97
Lugs,10,Ice,,2840,97,97,97,97,97,97,97,97
Lumbering Minion,5,Myth,,125,0,0,0,0,0,0,0,0
Lumbering Troll,1,Myth,,135,0,0,0,0,0,0,0,0
Luminous Troglodyte,6,Fire,,690,25,25,25,25,25,25,25,25
Luminous Troglodyte,14,Fire,,3590,85,85,85,85,85,85,85,85
Luminous Troglodyte,8,Fire,,1190,35,35,35,35,35,35,35,35
Luminous Troglodyte,10,Fire,,2400,55,55,55,55,55,55,55,55
Luminous Troglodyte,12,Fire,,2720,70,70,70,70,70,70,70,70
Lunar Protector,9,Moon,,1425,0,0,0,0,0,0,0,0
Lunar Protector,9,Moon,,1425,0,0,0,0,0,0,0,0
Lunar Protector,9,Moon,,1425,0,0,0,0,0,0,0,0
Lunar Protector,9,Moon,,1425,0,0,0,0,0,0,0,0
Luphilim Soldier,16,Moon,,4100,158,158,158,158,158,158,158,158
Lurking Shadow Sentinel,15,Shadow,Storm,3750,77,77,77,77,77,77,77,77
Luska Charmbeak,18,Balance,,48000,97,97,97,97,97,97,97,97
Luska Charmbeak,12,Balance,,16920,38,38,38,38,38,38,38,38
Lustrous Tlalocan,13,Life,,14840,50,50,50,50,50,50,50,50
Lydia Greyrose,7,Ice,,5470,237,237,237,237,237,237,237,237
Lyon Lorestriker,13,Storm,,17560,38,38,38,38,38,38,38,38
Lyon Lorestriker,8,Myth,,1200,18,18,18,18,18,18,18,18
Lyon Lorestriker,8,Myth,,2000,18,18,18,18,18,18,18,18
Lysmata,15,Storm,,5175,50,50,50,50,50,50,50,50
Lyuba DarkDream,13,Death,,3500,77,77,77,77,77,77,77,77
M'Arr Grawloc,12,Fire,,2900,69,69,69,69,69,69,69,69
Maat Justwarden,1,Balance,,475,0,0,0,0,0,0,0,0
Maat Justwarden,2,Balance,,475,0,0,0,0,0,0,0,0
Maat Justwarden,3,Balance,,475,0,0,0,0,0,0,0,0
Maat Justwarden,4,Balance,,475,0,0,0,0,0,0,0,0
Maat Justwarden,5,Balance,,475,0,0,0,0,0,0,0,0
MacDeath,13,Death,,7680,38,38,38,38,38,38,38,38
MacDeath,17,Shadow,Death,9600,119,119,119,119,119,119,119,119
MacDeath,5,Death,,2400,0,0,0,0,0,0,0,0
MacDeath,7,Death,,3360,0,0,0,0,0,0,0,0
MacDeath,9,Death,,4560,0,0,0,0,0,0,0,0
MacDeath,11,Death,,6000,38,38,38,38,38,38,38,38
MacDeath Understudy,13,Death,,2320,81,81,81,81,81,81,81,81
MacDeath Understudy,17,Death,,4400,121,121,121,121,121,121,121,121
MacDeath Understudy,5,Death,,625,0,0,0,0,0,0,0,0
MacDeath Understudy,7,Death,,760,0,0,0,0,0,0,0,0
MacDeath Understudy,9,Death,,1280,21,21,21,21,21,21,21,21
MacDeath Understudy,11,Death,,1800,41,41,41,41,41,41,41,41
MacLife Understudy,13,Life,,2640,121,121,121,121,121,121,121,121
MacLife Understudy,17,Life,,5040,161,161,161,161,161,161,161,161
MacLife Understudy,5,Life,,675,0,0,0,0,0,0,0,0
MacLife Understudy,7,Life,,840,0,0,0,0,0,0,0,0
MacLife Understudy,9,Life,,1440,33,33,33,33,33,33,33,33
MacLife Understudy,11,Life,,2040,61,61,61,61,61,61,61,61
MacStorm Understudy,13,Storm,,2000,53,53,53,53,53,53,53,53
MacStorm Understudy,17,Storm,,3760,93,93,93,93,93,93,93,93
MacStorm Understudy,5,Storm,,575,0,0,0,0,0,0,0,0
MacStorm Understudy,7,Storm,,680,0,0,0,0,0,0,0,0
MacStorm Understudy,9,Storm,,1120,17,17,17,17,17,17,17,17
MacStorm Understudy,11,Storm,,1560,29,29,29,29,29,29,29,29
Macuahuitl Skyfang,11,Fire,,2700,57,57,57,57,57,57,57,57
Mad Marty ,10,Ice,,3600,38,38,38,38,38,38,38,38
Madd'n,16,Fire,,3720,97,97,97,97,97,97,97,97
Maelstrom Elemental,13,Storm,,2440,18,18,18,18,18,18,18,18
Maelstromaton,5,Storm,,1910,131,131,131,131,131,131,131,131
Maglor,10,Ice,,5070,38,38,38,38,38,38,38,38
Maglump,10,Fire,,3160,18,18,18,18,18,18,18,18
Magma Fury,8,Fire,,890,0,0,0,0,0,0,0,0
Magma Horror,16,Fire,,13120,105,105,105,105,105,105,105,105
Magma Man,2,Fire,,235,0,0,0,0,0,0,0,0
Magmauler,1,Fire,,220,0,0,0,0,0,0,0,0
Magmauler,9,Fire,,4100,0,0,0,0,0,0,0,0
Magni WiseClaw,4,Myth,,1170,147,147,147,147,147,147,147,147
Mago DeathsHead,13,Death,,21850,50,50,50,50,50,50,50,50
Mahon Starsearcher,15,Balance,,13440,57,57,57,57,57,57,57,57
Maiden of Hate,6,Ice,,840,0,0,0,0,0,0,0,0
Maiden of Hate,4,Ice,,525,0,0,0,0,0,0,0,0
Maito,6,Storm,,1200,0,0,0,0,0,0,0,0
Maize Monster,16,Balance,,3400,158,158,158,158,158,158,158,158
Major Tom,15,Ice,,4320,117,117,117,117,117,117,117,117
Mak the Knife,13,Ice,,17400,38,38,38,38,38,38,38,38
Malakeen Moondrinker,13,Myth,,12680,77,77,77,77,77,77,77,77
Malduit the Devastator,7,Death,,1700,0,0,0,0,0,0,0,0
Malduit the Devastator,7,Death,,1360,0,0,0,0,0,0,0,0
Malevolent Snowfella,2,Ice,,360,119,119,119,119,119,119,119,119
Malformed Snowball,2,Ice,,520,0,0,0,0,0,0,0,0
Malgrin the Scourge,11,Storm,,9960,38,38,38,38,38,38,38,38
Malia Snowdrifter,2,Ice,,400,119,119,119,119,119,119,119,119
Malinche Tears of Night,13,Death,,15160,77,77,77,77,77,77,77,77
Malistaire,18,Death,,4400,158,158,158,158,158,158,158,158
Malistaire Drake,6,Death,,1500,18,18,18,18,18,18,18,18
Malistaire Drake,10,Death,,8000,0,0,0,0,0,0,0,0
Malistaire Drake,10,Death,,8000,0,0,0,0,0,0,0,0
Malistaire Drake,8,Death,,4800,0,0,0,0,0,0,0,0
Malistaire the Undying,13,Death,,20450,77,77,77,77,77,77,77,77
Malistaire the Undying,16,Death,,24000,89,89,89,89,89,89,89,89
Malistaire the Undying,16,Death,,46060,116,116,116,116,116,116,116,116
Malistaire the Undying,16,Death,,30000,89,89,89,89,89,89,89,89
Maman Brijit,9,Myth,,2300,18,18,18,18,18,18,18,18
Manascale Sorcerer,7,Death,,760,0,0,0,0,0,0,0,0
Mane the Mauler,17,Balance,,4400,148,148,148,148,148,148,148,148
Maneki Web Walker,5,Life,,675,0,0,0,0,0,0,0,0
Mantis Leaf Shield,13,Death,,4,0,0,0,0,0,0,0,0
Mantis Leaf Shield,13,Death,,12420,57,57,57,57,57,57,57,57
Mantis Prophet,13,Storm,,2880,18,18,18,18,18,18,18,18
Mantis Prophet,13,Life,,3695,18,18,18,18,18,18,18,18
Mantis Thrasher,2,Myth,,440,87,87,87,87,87,87,87,87
Mantis Tribute,14,Fire,,2685,18,18,18,18,18,18,18,18
Marcio,10,Ice,,9005,18,18,18,18,18,18,18,18
Marduk ThunderHeart,3,Storm,,1400,0,0,0,0,0,0,0,0
Margherita Vizzini,5,Myth,,3620,0,0,0,0,0,0,0,0
Margherita Vizzini,5,Myth,,3620,0,0,0,0,0,0,0,0
Mariner Rime,11,Ice,,2400,18,18,18,18,18,18,18,18
Marshal Gill,15,Life,,12560,57,57,57,57,57,57,57,57
Marshal Kamensky,15,Death,,11440,57,57,57,57,57,57,57,57
Marshfellow,17,Fire,,3205,89,89,89,89,89,89,89,89
Marshfellow,17,Fire,,3275,91,91,91,91,91,91,91,91
Master Sin,11,Death,,7600,38,38,38,38,38,38,38,38
Master Tonkatsu,5,Storm,,2320,0,0,0,0,0,0,0,0
Matkis Axethief,11,Fire,,9040,38,38,38,38,38,38,38,38
Matthias Jabtail,12,Death,,2900,69,69,69,69,69,69,69,69
Maudit Soulban,11,Fire,,10520,38,38,38,38,38,38,38,38
Mavra Flamewing,7,Storm,,1600,0,0,0,0,0,0,0,0
Max Gage,9,Myth,,1850,38,38,38,38,38,38,38,38
Max-Strength Sani-Bot,15,Ice,,4560,117,117,117,117,117,117,117,117
Mayor Quill,16,Myth,,3455,127,127,127,127,127,127,127,127
Mazarine the Storm Wind,13,Storm,,14395,57,57,57,57,57,57,57,57
Mazen Stinger Bee,12,Fire,,14200,57,57,57,57,57,57,57,57
McTavish Brother,4,Myth,,1040,0,0,0,0,0,0,0,0
Meanest Fly-Trap,3,Myth,,825,0,0,0,0,0,0,0,0
Meanest Fly-Trap,5,Myth,,1235,0,0,0,0,0,0,0,0
Meanest Fly-Trap,11,Myth,,1650,38,38,38,38,38,38,38,38
Meanest Fly-Trap,12,Myth,,2060,57,57,57,57,57,57,57,57
Meanest Fly-Trap,2,Myth,,515,0,0,0,0,0,0,0,0
Mechanical Guardian,7,Storm,,760,0,0,0,0,0,0,0,0
Mechanical Healer,5,Storm,,575,0,0,0,0,0,0,0,0
Medicine Mode,16,Shadow,,6800,0,0,0,0,0,0,0,0
Medulla,18,Myth,Shadow,33880,97,97,97,97,97,97,97,97
Melanj,16,Balance,Death,10360,77,77,77,77,77,77,77,77
Mellowjacket,1,Life,,195,0,0,0,0,0,0,0,0
Melweena Smite,3,Death,,410,0,0,0,0,0,0,0,0
Meowiarty,5,Myth,,1125,0,0,0,0,0,0,0,0
Meowiarty,5,Myth,,1610,0,0,0,0,0,0,0,0
Meowiarty,6,Myth,,2000,0,0,0,0,0,0,0,0
Meowiarty,12,Myth,,7990,57,57,57,57,57,57,57,57
Meowiarty,14,Myth,,13850,69,69,69,69,69,69,69,69
Meowl,16,Fire,,2970,99,99,99,99,99,99,99,99
Meowl,16,Storm,,2730,92,92,92,92,92,92,92,92
Meowl,16,Fire,,2970,99,99,99,99,99,99,99,99
Merewen 'o the Vale,13,Balance,,12920,89,89,89,89,89,89,89,89
Merrik BattleCry,12,Life,,3000,69,69,69,69,69,69,69,69
Mesmerized Miner,14,Fire,,500,0,0,0,0,0,0,0,0
Metal Head,5,Death,,2000,0,0,0,0,0,0,0,0
Metal Minion,5,Myth,,175,0,0,0,0,0,0,0,0
Metallossus,14,Balance,,10520,110,110,110,110,110,110,110,110
Metallossus,16,Balance,,13260,198,198,198,198,198,198,198,198
Metallossus,7,Balance,,4490,0,0,0,0,0,0,0,0
Metallossus,9,Balance,,6440,0,0,0,0,0,0,0,0
Metallossus,11,Balance,,8410,50,50,50,50,50,50,50,50
Metaltaur,13,Ice,,2800,18,18,18,18,18,18,18,18
Metaltaur,15,Ice,,3870,158,158,158,158,158,158,158,158
Metaltaur,6,Ice,,775,0,0,0,0,0,0,0,0
Metaltaur,8,Ice,,840,0,0,0,0,0,0,0,0
Metaltaur,10,Ice,,1800,9,9,9,9,9,9,9,9
Meti Karanahn,13,Death,,3220,15,15,15,15,15,15,15,15
Meti Karanahn,15,Death,,4395,119,119,119,119,119,119,119,119
Meti Karanahn,6,Death,,710,0,0,0,0,0,0,0,0
Meti Karanahn,8,Death,,970,0,0,0,0,0,0,0,0
Meti Karanahn,10,Death,,2070,9,9,9,9,9,9,9,9
Metzi Burning Water,12,Storm,,11800,57,57,57,57,57,57,57,57
Mevian DarkMaw,12,Ice,,4400,69,69,69,69,69,69,69,69
Midnight Shuffler,3,Fire,,310,0,0,0,0,0,0,0,0
Midnighter,4,Death,,560,0,0,0,0,0,0,0,0
Midnighter,9,Death,,1905,38,38,38,38,38,38,38,38
Midnighter,13,Death,,3220,50,50,50,50,50,50,50,50
Mika Skarka,11,Life,,8880,38,38,38,38,38,38,38,38
Mikey,18,Balance,,4400,158,158,158,158,158,158,158,158
Mikey the Brick,5,Myth,,1200,0,0,0,0,0,0,0,0
Mikey the Brick,11,Myth,,650,0,0,0,0,0,0,0,0
Mikey the Brick,14,Myth,,650,0,0,0,0,0,0,0,0
Milqueroast,12,Fire,,3200,69,69,69,69,69,69,69,69
Mimic,18,Moon,,32000,0,0,0,0,0,0,0,0
Mimic,16,Moon,,4000,97,97,97,97,97,97,97,97
Mimic,16,Balance,,4000,0,0,0,0,0,0,0,0
Mimic,16,Death,,4000,97,97,97,97,97,97,97,97
Mimic,16,Fire,,4000,97,97,97,97,97,97,97,97
Mimic,16,Ice,,4000,97,97,97,97,97,97,97,97
Mimic,16,Life,,4000,97,97,97,97,97,97,97,97
Mimic,16,Myth,,4000,97,97,97,97,97,97,97,97
Mimic,16,Storm,,4000,97,97,97,97,97,97,97,97
Mimir Winterbane,10,Ice,,6335,18,18,18,18,18,18,18,18
Mind Bowl,4,Fire,,1000,0,0,0,0,0,0,0,0
Mind Robber,12,Balance,,5200,38,38,38,38,38,38,38,38
Minion of Grisletusk,10,Storm,,955,0,0,0,0,0,0,0,0
Minion of Volkir,10,Fire,,1180,0,0,0,0,0,0,0,0
Minotaur Statue,14,Death,,12000,116,116,116,116,116,116,116,116
Minotaur Warrior,7,Ice,,1200,0,0,0,0,0,0,0,0
Minute Man,5,Life,,1760,0,0,0,0,0,0,0,0
Mire Elemental,2,Life,,675,0,0,0,0,0,0,0,0
Mire Squirmling,4,Life,,660,198,198,198,198,198,198,198,198
Mire Witch,2,Death,,320,80,80,80,80,80,80,80,80
Mire Witch,15,Death,,4875,57,57,57,57,57,57,57,57
Miriam,15,Myth,,10080,97,97,97,97,97,97,97,97
Mirror Image,16,Death,,4250,97,97,97,97,97,97,97,97
Mirror Image,16,Ice,,4880,97,97,97,97,97,97,97,97
Mirror Image,16,Storm,,3700,97,97,97,97,97,97,97,97
Mis-assembled Skeleton,16,Ice,,4255,158,158,158,158,158,158,158,158
Mis-assembled Skeleton,16,Storm,,3065,92,92,92,92,92,92,92,92
Mis-assembled Skeleton,16,Death,,3655,119,119,119,119,119,119,119,119
Mistborn Gorilla,6,Storm,,3440,131,131,131,131,131,131,131,131
Mister Hound,7,Fire,,4860,0,0,0,0,0,0,0,0
Mister Mongu,7,Life,,3850,237,237,237,237,237,237,237,237
Mister Poole,5,Fire,,4340,0,0,0,0,0,0,0,0
Mister Utterson,5,Ice,,4340,0,0,0,0,0,0,0,0
Mithraya,11,Sun,,5120,18,18,18,18,18,18,18,18
Mithraya,18,Sun,,48000,97,97,97,97,97,97,97,97
Mkhai Karanahn,13,Life,,3580,83,83,83,83,83,83,83,83
Mkhai Karanahn,15,Life,,4885,198,198,198,198,198,198,198,198
Mkhai Karanahn,6,Life,,790,0,0,0,0,0,0,0,0
Mkhai Karanahn,8,Life,,1070,0,0,0,0,0,0,0,0
Mkhai Karanahn,10,Life,,2300,34,34,34,34,34,34,34,34
Moh'Lharz,8,Storm,,4620,57,57,57,57,57,57,57,57
Mohn'ti Python,4,Myth,,1850,0,0,0,0,0,0,0,0
Mokompo Storm Growler,7,Storm,,1600,0,0,0,0,0,0,0,0
Mokompo Storm Growler,7,Storm,,1280,0,0,0,0,0,0,0,0
Moldy Sandwich,3,Balance,,540,119,119,119,119,119,119,119,119
Molten Hunter,7,Fire,,810,0,0,0,0,0,0,0,0
Molten Lava Spawn,15,Storm,,4070,77,77,77,77,77,77,77,77
Moltor,16,Fire,,14880,105,105,105,105,105,105,105,105
Mongu Gasher,2,Life,,375,0,0,0,0,0,0,0,0
Mongu Mercenary,1,Life,,325,0,0,0,0,0,0,0,0
Mongu Slicer,1,Life,,350,0,0,0,0,0,0,0,0
Monkey Spider,15,Myth,,1935,97,97,97,97,97,97,97,97
Monquistan,12,Fire,,2270,18,18,18,18,18,18,18,18
Monquistan Longshoreman,14,Myth,,2050,18,18,18,18,18,18,18,18
Monsoon Lagoony,1,Storm,,525,0,0,0,0,0,0,0,0
Monsoon Monk,1,Storm,,260,0,0,0,0,0,0,0,0
Moolinda Wu,7,Life,,4670,237,237,237,237,237,237,237,237
Moon Darkling,14,Life,,3965,18,18,18,18,18,18,18,18
Moon Skull Priestess,12,Myth,,2175,18,18,18,18,18,18,18,18
Moon Skull Wight,12,Storm,,2240,18,18,18,18,18,18,18,18
Moon Skull Zombie,12,Life,,2680,18,18,18,18,18,18,18,18
Moonstrider Guard,5,Ice,,660,0,0,0,0,0,0,0,0
Moonstrider Howler,4,Storm,,620,0,0,0,0,0,0,0,0
Moonstrider Scout,4,Fire,,550,0,0,0,0,0,0,0,0
Moonstrider Watcher,4,Balance,,620,0,0,0,0,0,0,0,0
Morag Bloodtine,12,Death,,11000,57,57,57,57,57,57,57,57
Mord Roughshod,11,Life,,9520,38,38,38,38,38,38,38,38
Mord Runechanter,7,Life,,3360,0,0,0,0,0,0,0,0
Mord Runechanter,7,Life,,3200,0,0,0,0,0,0,0,0
Morgan Whispercrow,6,Death,,1500,0,0,0,0,0,0,0,0
Morganthe,18,Ice,,5120,198,198,198,198,198,198,198,198
Morganthe,13,Death,,18360,97,97,97,97,97,97,97,97
Morganthe,14,Ice,,21910,77,77,77,77,77,77,77,77
Morganthe,14,Balance,,21725,77,77,77,77,77,77,77,77
Morganthe,14,Death,,21125,77,77,77,77,77,77,77,77
Morganthe,14,Storm,,19920,77,77,77,77,77,77,77,77
Morn Shadowbrew,9,Storm,,1450,0,0,0,0,0,0,0,0
Moros Blunt,12,Fire,,10960,57,57,57,57,57,57,57,57
Morticia Doomsprinkle,1,Death,Sun,350,0,0,0,0,0,0,0,0
Morticia Doomsprinkle,8,Death,Sun,350,0,0,0,0,0,0,0,0
Morticia Doomsprinkle,8,Death,Sun,350,0,0,0,0,0,0,0,0
Morticia Doomsprinkle,8,Death,Sun,350,0,0,0,0,0,0,0,0
Morticia Doomsprinkle,8,Death,Sun,350,0,0,0,0,0,0,0,0
Mortimer Soulrider,5,Death,,1200,0,0,0,0,0,0,0,0
Morwen Fairsight,5,Balance,,1200,0,0,0,0,0,0,0,0
Mosstache,2,Life,,330,119,119,119,119,119,119,119,119
Motecuma Death Mask,12,Life,,11880,57,57,57,57,57,57,57,57
Moth Mage,13,Balance,,3860,18,18,18,18,18,18,18,18
Mother Ghulture,15,Life,Death,4560,116,116,116,116,116,116,116,116
Mother Monkey Spider,17,Life,,10560,237,237,237,237,237,237,237,237
Motley Crew,3,Death,,760,0,0,0,0,0,0,0,0
Motley Crew,4,Death,,1140,0,0,0,0,0,0,0,0
Motley Crew,10,Death,,1520,38,38,38,38,38,38,38,38
Motley Crew,11,Death,,1900,57,57,57,57,57,57,57,57
Motley Crew,1,Death,,475,0,0,0,0,0,0,0,0
Mouse Summoner,14,Life,,2645,18,18,18,18,18,18,18,18
Mozar Turtle Hunter,12,Life,,13560,57,57,57,57,57,57,57,57
Mr. Crawley,4,Fire,,1855,0,0,0,0,0,0,0,0
Mr. Crawley,5,Fire,,2785,0,0,0,0,0,0,0,0
Mr. Crawley,11,Fire,,3710,38,38,38,38,38,38,38,38
Mr. Crawley,12,Fire,,4640,57,57,57,57,57,57,57,57
Mr. Crawley,3,Fire,,930,0,0,0,0,0,0,0,0
Mr. Dead,17,Death,,4400,148,148,148,148,148,148,148,148
Mr. Dead,18,Death,Storm,43985,198,198,198,198,198,198,198,198
Mr. Frond,3,Life,,450,158,158,158,158,158,158,158,158
Mr. Incinerator,5,Storm,,1600,0,0,0,0,0,0,0,0
Mr. Sandman,7,Balance,,3800,198,198,198,198,198,198,198,198
Mr. Solly Flood,11,Storm,,4800,38,38,38,38,38,38,38,38
Muck Elemental,1,Life,,600,0,0,0,0,0,0,0,0
Muckraker,4,Life,,990,237,237,237,237,237,237,237,237
Mud Fury,15,Myth,,2270,97,97,97,97,97,97,97,97
Mud Fury,14,Myth,,2200,97,97,97,97,97,97,97,97
Mud Swirler,14,Balance,Life,2300,97,97,97,97,97,97,97,97
Mugsy,5,Myth,,960,0,0,0,0,0,0,0,0
Multivitamin Bear,17,Balance,,3520,109,109,109,109,109,109,109,109
Munin Mistweaver,5,Death,,1440,0,0,0,0,0,0,0,0
Munin Mistweaver,7,Death,,3360,0,0,0,0,0,0,0,0
Munin Mistweaver,7,Death,,3200,0,0,0,0,0,0,0,0
Murat Greyeyes,11,Death,,6970,38,38,38,38,38,38,38,38
Murdak,15,Ice,,13160,97,97,97,97,97,97,97,97
Musuth Berserker,10,Fire,,1340,0,0,0,0,0,0,0,0
Mutant Briar,16,Myth,,2880,107,107,107,107,107,107,107,107
Mykedee,16,Death,,19825,120,120,120,120,120,120,120,120
Myriarch 2,15,Life,,3860,86,86,86,86,86,86,86,86
Myriarch 3,15,Myth,,3500,97,97,97,97,97,97,97,97
Myriarch Ephialtes,15,Storm,,6440,57,57,57,57,57,57,57,57
Myron Blarneybrow,1,Myth,,360,0,0,0,0,0,0,0,0
Mysterious Crawler,8,Life,,1010,0,0,0,0,0,0,0,0
Myth Aspect,17,Myth,,3960,127,127,127,127,127,127,127,127
Myth Cybermander,15,Myth,,8660,61,61,61,61,61,61,61,61
Myth Cybermander,17,Myth,,11825,147,147,147,147,147,147,147,147
Myth Cybermander,8,Myth,,1915,0,0,0,0,0,0,0,0
Myth Cybermander,10,Myth,,2595,0,0,0,0,0,0,0,0
Myth Cybermander,12,Myth,,5570,26,26,26,26,26,26,26,26
Myth Refraction,17,Myth,,3780,107,107,107,107,107,107,107,107
Myth Tendril,14,Myth,,12465,97,97,97,97,97,97,97,97
